45
 0.000000e+000  0.000000e+000  0.000000e+000
 4.389085e-004 -3.449889e-003  0.000000e+000
 1.069605e-003 -6.869917e-003  0.000000e+000
 1.890125e-003 -1.024943e-002  0.000000e+000
 2.897912e-003 -1.357791e-002  0.000000e+000
 4.089827e-003 -1.684497e-002  0.000000e+000
 5.462158e-003 -2.004045e-002  0.000000e+000
 7.010628e-003 -2.315439e-002  0.000000e+000
 8.730416e-003 -2.617708e-002  0.000000e+000
 1.061616e-002 -2.909913e-002  0.000000e+000
 1.266200e-002 -3.191141e-002  0.000000e+000
 1.486154e-002 -3.460518e-002  0.000000e+000
 1.720795e-002 -3.717203e-002  0.000000e+000
 1.969391e-002 -3.960398e-002  0.000000e+000
 2.231168e-002 -4.189345e-002  0.000000e+000
 2.505310e-002 -4.403330e-002  0.000000e+000
 2.790963e-002 -4.601688e-002  0.000000e+000
 3.087238e-002 -4.783800e-002  0.000000e+000
 3.393212e-002 -4.949099e-002  0.000000e+000
 3.707932e-002 -5.097070e-002  0.000000e+000
 4.030416e-002 -5.227252e-002  0.000000e+000
 4.359661e-002 -5.339240e-002  0.000000e+000
 4.694642e-002 -5.432684e-002  0.000000e+000
 5.034314e-002 -5.507294e-002  0.000000e+000
 5.377619e-002 -5.562838e-002  0.000000e+000
 5.723489e-002 -5.599142e-002  0.000000e+000
 6.070845e-002 -5.616093e-002  0.000000e+000
 6.418606e-002 -5.613638e-002  0.000000e+000
 6.765688e-002 -5.591785e-002  0.000000e+000
 7.111011e-002 -5.550602e-002  0.000000e+000
 7.453498e-002 -5.490218e-002  0.000000e+000
 7.792083e-002 -5.410820e-002  0.000000e+000
 8.125711e-002 -5.312656e-002  0.000000e+000
 8.453342e-002 -5.196032e-002  0.000000e+000
 8.773957e-002 -5.061310e-002  0.000000e+000
 9.086556e-002 -4.908911e-002  0.000000e+000
 9.390166e-002 -4.739309e-002  0.000000e+000
 9.683841e-002 -4.553033e-002  0.000000e+000
 9.966666e-002 -4.350663e-002  0.000000e+000
 1.023776e-001 -4.132828e-002  0.000000e+000
 1.049628e-001 -3.900209e-002  0.000000e+000
 1.074142e-001 -3.653529e-002  0.000000e+000
 1.097241e-001 -3.393557e-002  0.000000e+000
 1.118854e-001 -3.121102e-002  0.000000e+000
 1.138913e-001 -2.837013e-002  0.000000e+000
