100
 0.000000e+000  0.000000e+000  0.000000e+000
 4.447866e-004 -3.487567e-003  0.000000e+000
 1.085570e-003 -6.944496e-003  0.000000e+000
 1.920310e-003 -1.035978e-002  0.000000e+000
 2.946349e-003 -1.372255e-002  0.000000e+000
 4.160421e-003 -1.702209e-002  0.000000e+000
 5.558659e-003 -2.024791e-002  0.000000e+000
 7.136614e-003 -2.338973e-002  0.000000e+000
 8.889261e-003 -2.643754e-002  0.000000e+000
 1.081102e-002 -2.938166e-002  0.000000e+000
 1.289577e-002 -3.221269e-002  0.000000e+000
 1.513688e-002 -3.492164e-002  0.000000e+000
 1.752721e-002 -3.749987e-002  0.000000e+000
 2.005916e-002 -3.993918e-002  0.000000e+000
 2.272465e-002 -4.223180e-002  0.000000e+000
 2.551521e-002 -4.437043e-002  0.000000e+000
 2.842194e-002 -4.634827e-002  0.000000e+000
 3.143561e-002 -4.815901e-002  0.000000e+000
 3.454660e-002 -4.979689e-002  0.000000e+000
 3.774503e-002 -5.125670e-002  0.000000e+000
 4.102070e-002 -5.253379e-002  0.000000e+000
 4.436318e-002 -5.362410e-002  0.000000e+000
 4.776184e-002 -5.452414e-002  0.000000e+000
 5.120585e-002 -5.523107e-002  0.000000e+000
 5.468425e-002 -5.574262e-002  0.000000e+000
 5.818596e-002 -5.605717e-002  0.000000e+000
 6.169985e-002 -5.617371e-002  0.000000e+000
 6.521472e-002 -5.609188e-002  0.000000e+000
 6.871936e-002 -5.581194e-002  0.000000e+000
 7.220265e-002 -5.533477e-002  0.000000e+000
 7.565348e-002 -5.466190e-002  0.000000e+000
 7.906086e-002 -5.379547e-002  0.000000e+000
 8.241395e-002 -5.273824e-002  0.000000e+000
 8.570208e-002 -5.149357e-002  0.000000e+000
 8.891476e-002 -5.006542e-002  0.000000e+000
 9.204178e-002 -4.845835e-002  0.000000e+000
 9.507319e-002 -4.667746e-002  0.000000e+000
 9.799932e-002 -4.472844e-002  0.000000e+000
 1.008109e-001 -4.261747e-002  0.000000e+000
 1.034989e-001 -4.035130e-002  0.000000e+000
 1.060548e-001 -3.793712e-002  0.000000e+000
 1.084705e-001 -3.538262e-002  0.000000e+000
 1.107382e-001 -3.269595e-002  0.000000e+000
 1.128509e-001 -2.988564e-002  0.000000e+000
 1.148016e-001 -2.696066e-002  0.000000e+000
 1.165843e-001 -2.393030e-002  0.000000e+000
 1.181932e-001 -2.080422e-002  0.000000e+000
 1.196232e-001 -1.759238e-002  0.000000e+000
 1.208698e-001 -1.430499e-002  0.000000e+000
 1.219290e-001 -1.095252e-002  0.000000e+000
 1.227975e-001 -7.545647e-003  0.000000e+000
 1.234724e-001 -4.095216e-003  0.000000e+000
 1.239516e-001 -6.122131e-004  0.000000e+000
 1.242336e-001  2.892274e-003  0.000000e+000
 1.243175e-001  6.407089e-003  0.000000e+000
 1.242030e-001  9.921040e-003  0.000000e+000
 1.238905e-001  1.342294e-002  0.000000e+000
 1.233810e-001  1.690164e-002  0.000000e+000
 1.226761e-001  2.034607e-002  0.000000e+000
 1.217781e-001  2.374526e-002  0.000000e+000
 1.206897e-001  2.708838e-002  0.000000e+000
 1.194146e-001  3.036480e-002  0.000000e+000
 1.179566e-001  3.356408e-002  0.000000e+000
 1.163206e-001  3.667604e-002  0.000000e+000
 1.145116e-001  3.969077e-002  0.000000e+000
 1.125355e-001  4.259867e-002  0.000000e+000
 1.103985e-001  4.539049e-002  0.000000e+000
 1.081074e-001  4.805733e-002  0.000000e+000
 1.056696e-001  5.059071e-002  0.000000e+000
 1.030928e-001  5.298255e-002  0.000000e+000
 1.003852e-001  5.522525e-002  0.000000e+000
 9.755536e-002  5.731167e-002  0.000000e+000
 9.461238e-002  5.923516e-002  0.000000e+000
 9.156559e-002  6.098960e-002  0.000000e+000
 8.842470e-002  6.256940e-002  0.000000e+000
 8.519971e-002  6.396954e-002  0.000000e+000
 8.190088e-002  6.518555e-002  0.000000e+000
 7.853872e-002  6.621357e-002  0.000000e+000
 7.512393e-002  6.705032e-002  0.000000e+000
 7.166737e-002  6.769314e-002  0.000000e+000
 6.818007e-002  6.813997e-002  0.000000e+000
 6.467312e-002  6.838941e-002  0.000000e+000
 6.115767e-002  6.844065e-002  0.000000e+000
 5.764494e-002  6.829353e-002  0.000000e+000
 5.414609e-002  6.794853e-002  0.000000e+000
 5.067227e-002  6.740673e-002  0.000000e+000
 4.723454e-002  6.666987e-002  0.000000e+000
 4.384384e-002  6.574028e-002  0.000000e+000
 4.051097e-002  6.462093e-002  0.000000e+000
 3.724654e-002  6.331538e-002  0.000000e+000
 3.406094e-002  6.182780e-002  0.000000e+000
 3.096432e-002  6.016291e-002  0.000000e+000
 2.796652e-002  5.832601e-002  0.000000e+000
 2.507710e-002  5.632295e-002  0.000000e+000
 2.230526e-002  5.416012e-002  0.000000e+000
 1.965982e-002  5.184440e-002  0.000000e+000
 1.714920e-002  4.938315e-002  0.000000e+000
 1.478139e-002  4.678421e-002  0.000000e+000
 1.256394e-002  4.405587e-002  0.000000e+000
 1.050390e-002  4.120680e-002  0.000000e+000
