217
 0.000000e+000  0.000000e+000  0.000000e+000
 0.000000e+000  1.111111e-001  0.000000e+000
 0.000000e+000  2.222222e-001  0.000000e+000
 0.000000e+000  3.333333e-001  0.000000e+000
 0.000000e+000  4.444444e-001  0.000000e+000
 0.000000e+000  5.555556e-001  0.000000e+000
 0.000000e+000  6.666667e-001  0.000000e+000
 0.000000e+000  7.777778e-001  0.000000e+000
 0.000000e+000  8.888889e-001  0.000000e+000
 0.000000e+000  1.000000e+000  0.000000e+000
 5.555556e-003  1.000000e+000  0.000000e+000
 1.111111e-002  1.000000e+000  0.000000e+000
 1.666667e-002  1.000000e+000  0.000000e+000
 2.222222e-002  1.000000e+000  0.000000e+000
 2.777778e-002  1.000000e+000  0.000000e+000
 3.333334e-002  1.000000e+000  0.000000e+000
 3.888889e-002  1.000000e+000  0.000000e+000
 4.444445e-002  1.000000e+000  0.000000e+000
 5.000000e-002  1.000000e+000  0.000000e+000
 5.000000e-002  8.888889e-001  0.000000e+000
 5.000000e-002  7.777778e-001  0.000000e+000
 5.000000e-002  6.666667e-001  0.000000e+000
 5.000000e-002  5.555556e-001  0.000000e+000
 5.000000e-002  4.444444e-001  0.000000e+000
 5.000000e-002  3.333333e-001  0.000000e+000
 5.000000e-002  2.222222e-001  0.000000e+000
 5.000000e-002  1.111111e-001  0.000000e+000
 5.000000e-002  0.000000e+000  0.000000e+000
 5.555556e-002  0.000000e+000  0.000000e+000
 6.111111e-002  0.000000e+000  0.000000e+000
 6.666667e-002  0.000000e+000  0.000000e+000
 7.222223e-002  0.000000e+000  0.000000e+000
 7.777778e-002  0.000000e+000  0.000000e+000
 8.333334e-002  0.000000e+000  0.000000e+000
 8.888889e-002  0.000000e+000  0.000000e+000
 9.444445e-002  0.000000e+000  0.000000e+000
 1.000000e-001  0.000000e+000  0.000000e+000
 1.000000e-001  1.111111e-001  0.000000e+000
 1.000000e-001  2.222222e-001  0.000000e+000
 1.000000e-001  3.333333e-001  0.000000e+000
 1.000000e-001  4.444444e-001  0.000000e+000
 1.000000e-001  5.555556e-001  0.000000e+000
 1.000000e-001  6.666667e-001  0.000000e+000
 1.000000e-001  7.777778e-001  0.000000e+000
 1.000000e-001  8.888889e-001  0.000000e+000
 1.000000e-001  1.000000e+000  0.000000e+000
 1.055556e-001  1.000000e+000  0.000000e+000
 1.111111e-001  1.000000e+000  0.000000e+000
 1.166667e-001  1.000000e+000  0.000000e+000
 1.222222e-001  1.000000e+000  0.000000e+000
 1.277778e-001  1.000000e+000  0.000000e+000
